locus_tag	ftype	length_bp	gene	EC_number	COG	product
FDGAGDLB_00388	CDS	1800	nhaP2_1			K(+)/H(+) antiporter NhaP2
FDGAGDLB_00389	CDS	717				hypothetical protein
FDGAGDLB_00390	CDS	1701				hypothetical protein
FDGAGDLB_00391	CDS	489				hypothetical protein
FDGAGDLB_00392	CDS	273				hypothetical protein
FDGAGDLB_00393	CDS	357				hypothetical protein
FDGAGDLB_00394	CDS	1524	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
FDGAGDLB_00395	CDS	288	ybaQ		COG3093	putative HTH-type transcriptional regulator YbaQ
FDGAGDLB_00396	CDS	282				hypothetical protein
FDGAGDLB_00397	CDS	576				hypothetical protein
FDGAGDLB_00398	CDS	1350	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
FDGAGDLB_00399	CDS	960	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
FDGAGDLB_00400	CDS	918				hypothetical protein
FDGAGDLB_00401	CDS	1125	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
FDGAGDLB_00402	CDS	801				hypothetical protein
FDGAGDLB_00403	CDS	1782	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
FDGAGDLB_00404	CDS	768				hypothetical protein
FDGAGDLB_00405	CDS	1293	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
FDGAGDLB_00406	CDS	972	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
FDGAGDLB_00407	CDS	900	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
FDGAGDLB_00408	CDS	594				hypothetical protein
FDGAGDLB_00409	CDS	480				hypothetical protein
FDGAGDLB_00410	CDS	1554	ggt_1	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
FDGAGDLB_00411	CDS	852				hypothetical protein
FDGAGDLB_00412	CDS	1695	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
FDGAGDLB_00413	CDS	1284	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
FDGAGDLB_00414	CDS	837	fecE_1		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
FDGAGDLB_00415	CDS	1035	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
FDGAGDLB_00416	CDS	1032	btuF			Vitamin B12-binding protein
FDGAGDLB_00417	CDS	918	rhaS_2			HTH-type transcriptional activator RhaS
FDGAGDLB_00418	CDS	747		1.-.-.-		putative oxidoreductase
FDGAGDLB_00419	CDS	267				hypothetical protein
FDGAGDLB_00420	CDS	1602	mdoD		COG3131	Glucans biosynthesis protein D
FDGAGDLB_00421	CDS	633				hypothetical protein
FDGAGDLB_00422	CDS	474				hypothetical protein
FDGAGDLB_00423	CDS	453	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
FDGAGDLB_00424	CDS	723		2.4.2.-	COG2071	Putative glutamine amidotransferase
FDGAGDLB_00425	CDS	1845				hypothetical protein
FDGAGDLB_00426	CDS	570	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
FDGAGDLB_00427	CDS	582				hypothetical protein
FDGAGDLB_00428	CDS	1167				hypothetical protein
FDGAGDLB_00429	CDS	1347				hypothetical protein
FDGAGDLB_00430	CDS	1290	srpC_1		COG2059	putative chromate transport protein
FDGAGDLB_00431	CDS	1470	amn	3.2.2.4	COG0775	AMP nucleosidase
FDGAGDLB_00432	CDS	243				hypothetical protein
FDGAGDLB_00433	CDS	528	ecfG			ECF RNA polymerase sigma factor EcfG
FDGAGDLB_00434	CDS	210				hypothetical protein
FDGAGDLB_00435	CDS	585				hypothetical protein
FDGAGDLB_00436	CDS	465				hypothetical protein
FDGAGDLB_00437	CDS	504	mrgA		COG0783	Metalloregulation DNA-binding stress protein
FDGAGDLB_00438	CDS	1413	yegS	2.7.1.-		lipid kinase YegS
FDGAGDLB_00439	CDS	936	ftsY		COG0552	Signal recognition particle receptor FtsY
FDGAGDLB_00440	CDS	1257	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
FDGAGDLB_00441	CDS	1026	vdcA_1	2.7.7.65		Diguanylate cyclase VdcA
FDGAGDLB_00442	CDS	933	argB	2.7.2.8	COG0548	Acetylglutamate kinase
FDGAGDLB_00443	CDS	663	engB		COG0218	putative GTP-binding protein EngB
FDGAGDLB_00444	CDS	1713	yidC			Membrane protein insertase YidC
FDGAGDLB_00445	CDS	312	yidD			Putative membrane protein insertion efficiency factor
FDGAGDLB_00446	CDS	516	rnpA	3.1.26.5		Ribonuclease P protein component
FDGAGDLB_00447	CDS	11820				hypothetical protein
FDGAGDLB_00448	CDS	1356	prsE_1			Type I secretion system membrane fusion protein PrsE
FDGAGDLB_00449	CDS	2139	apxIB		COG2274	Toxin RTX-I translocation ATP-binding protein
FDGAGDLB_00450	CDS	1737	ltxB	7.4.2.5	COG2274	Leukotoxin export ATP-binding protein LtxB
FDGAGDLB_00451	CDS	408	hslR		COG1188	Heat shock protein 15
FDGAGDLB_00452	CDS	2955				hypothetical protein
FDGAGDLB_00453	CDS	741				hypothetical protein
FDGAGDLB_00454	CDS	474	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
FDGAGDLB_00455	CDS	606				hypothetical protein
FDGAGDLB_00456	CDS	330				hypothetical protein
FDGAGDLB_00457	CDS	327				hypothetical protein
FDGAGDLB_00458	CDS	1911	htpG		COG0326	Chaperone protein HtpG
FDGAGDLB_00459	CDS	1335	dgt_2	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
FDGAGDLB_00460	CDS	231				hypothetical protein
FDGAGDLB_00461	CDS	198				hypothetical protein
FDGAGDLB_00462	CDS	852	pal_1			Peptidoglycan-associated lipoprotein
FDGAGDLB_00463	CDS	120				hypothetical protein
FDGAGDLB_00464	CDS	438				hypothetical protein
FDGAGDLB_00465	CDS	846				hypothetical protein
FDGAGDLB_00466	CDS	798	xthA_1	3.1.11.2	COG0708	Exodeoxyribonuclease III
FDGAGDLB_00467	CDS	687	ycgM		COG0179	putative protein YcgM
FDGAGDLB_00468	CDS	363				hypothetical protein
FDGAGDLB_00469	CDS	987		1.1.1.29		Glycerate dehydrogenase
FDGAGDLB_00470	CDS	516				hypothetical protein
FDGAGDLB_00471	CDS	1074				hypothetical protein
FDGAGDLB_00472	CDS	1383	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
FDGAGDLB_00473	CDS	2601				hypothetical protein
FDGAGDLB_00474	CDS	1407			COG2239	Magnesium transporter MgtE
FDGAGDLB_00475	CDS	2292	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
FDGAGDLB_00476	tRNA	87				tRNA-Leu(gag)
FDGAGDLB_00477	CDS	663	lipB	2.3.1.181	COG0321	Octanoyltransferase
FDGAGDLB_00478	CDS	1023				hypothetical protein
FDGAGDLB_00479	CDS	540				hypothetical protein
FDGAGDLB_00480	CDS	354				hypothetical protein
FDGAGDLB_00481	CDS	1122				hypothetical protein
FDGAGDLB_00482	tRNA	77				tRNA-Arg(acg)
FDGAGDLB_00483	tRNA	77				tRNA-Arg(acg)
FDGAGDLB_00484	CDS	819				hypothetical protein
FDGAGDLB_00485	CDS	489				hypothetical protein
FDGAGDLB_00486	CDS	522				hypothetical protein
FDGAGDLB_00487	CDS	1749				hypothetical protein
FDGAGDLB_00488	CDS	1239	cya		COG2931	Bifunctional hemolysin/adenylate cyclase
FDGAGDLB_00489	CDS	1785				hypothetical protein
FDGAGDLB_00490	CDS	1161				hypothetical protein
FDGAGDLB_00491	CDS	987	mcl1	4.1.3.24	COG2301	L-malyl-CoA/beta-methylmalyl-CoA lyase
FDGAGDLB_00492	CDS	1023				Zinc-type alcohol dehydrogenase-like protein
FDGAGDLB_00493	CDS	369	yybR		COG1733	putative HTH-type transcriptional regulator YybR
FDGAGDLB_00494	CDS	504				hypothetical protein
FDGAGDLB_00495	CDS	957	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
FDGAGDLB_00496	CDS	807				hypothetical protein
FDGAGDLB_00497	CDS	780	rbn_1	3.1.26.11		Ribonuclease BN
FDGAGDLB_00498	CDS	3192				hypothetical protein
FDGAGDLB_00499	CDS	246				hypothetical protein
FDGAGDLB_00500	CDS	1488	davD_1	1.2.1.-	COG1012	Glutarate-semialdehyde dehydrogenase
FDGAGDLB_00501	CDS	1401	spuC_1	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
FDGAGDLB_00502	CDS	408				hypothetical protein
FDGAGDLB_00503	CDS	1020	teaA		COG1638	Ectoine-binding periplasmic protein TeaA
FDGAGDLB_00504	CDS	1398				hypothetical protein
FDGAGDLB_00505	CDS	582	uehB		COG3090	Ectoine/5-hydroxyectoine TRAP transporter small permease protein UehB
FDGAGDLB_00506	CDS	1284	uehC		COG1593	Ectoine/5-hydroxyectoine TRAP transporter large permease protein UehC
FDGAGDLB_00507	CDS	780	maiA	5.2.1.1		Maleate isomerase
FDGAGDLB_00508	CDS	990	tdcB_1	4.3.1.19		L-threonine dehydratase catabolic TdcB
FDGAGDLB_00509	CDS	993	ala	1.4.1.1		Alanine dehydrogenase
FDGAGDLB_00510	CDS	1182	doeA_1	3.5.4.44	COG0006	Ectoine hydrolase
FDGAGDLB_00511	CDS	999	doeB_1	3.5.1.125	COG3608	N-alpha-acetyl-L-2,4-diaminobutyric acid deacetylase
FDGAGDLB_00512	CDS	492	lrp_2		COG1522	Leucine-responsive regulatory protein
FDGAGDLB_00513	CDS	1461				hypothetical protein
FDGAGDLB_00514	CDS	1392				hypothetical protein
FDGAGDLB_00515	CDS	312				hypothetical protein
FDGAGDLB_00516	CDS	741				hypothetical protein
FDGAGDLB_00517	CDS	1179				hypothetical protein
FDGAGDLB_00518	CDS	186				hypothetical protein
FDGAGDLB_00519	CDS	1353	amiD_1	3.5.1.4	COG0154	Putative amidase AmiD
FDGAGDLB_00520	CDS	1422	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
FDGAGDLB_00521	CDS	648				hypothetical protein
FDGAGDLB_00522	CDS	1164	takP_1		COG4663	Alpha-keto acid-binding periplasmic protein TakP
FDGAGDLB_00523	CDS	966		1.1.1.29		Glycerate dehydrogenase
FDGAGDLB_00524	CDS	1164				hypothetical protein
FDGAGDLB_00525	CDS	1056	iolE_1	4.2.1.44		Inosose dehydratase
FDGAGDLB_00526	CDS	963				hypothetical protein
FDGAGDLB_00527	CDS	1023	rbsC_1		COG1172	Ribose import permease protein RbsC
FDGAGDLB_00528	CDS	1554	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
FDGAGDLB_00529	CDS	1035	cytR_1		COG1609	HTH-type transcriptional repressor CytR
FDGAGDLB_00530	CDS	489				hypothetical protein
FDGAGDLB_00531	CDS	1098	nspC	4.1.1.96	COG0019	Carboxynorspermidine/carboxyspermidine decarboxylase
FDGAGDLB_00532	CDS	1242		1.5.1.43		Carboxynorspermidine synthase
FDGAGDLB_00533	CDS	1095	rafR_1			HTH-type transcriptional regulator RafR
FDGAGDLB_00534	CDS	1341				hypothetical protein
FDGAGDLB_00535	CDS	1314				hypothetical protein
FDGAGDLB_00536	CDS	1230				hypothetical protein
FDGAGDLB_00537	CDS	1056	malK_1	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
FDGAGDLB_00538	CDS	438	lrp_3		COG1522	Leucine-responsive regulatory protein
FDGAGDLB_00539	CDS	234				hypothetical protein
FDGAGDLB_00540	CDS	462	iorA	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
FDGAGDLB_00541	CDS	2169	iorB	1.3.99.16		Isoquinoline 1-oxidoreductase subunit beta
FDGAGDLB_00542	CDS	1026	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
FDGAGDLB_00543	CDS	612	mobA_1	2.7.7.77		Molybdenum cofactor guanylyltransferase
FDGAGDLB_00544	CDS	681	mprA_1		COG0745	Response regulator MprA
FDGAGDLB_00545	CDS	1341				hypothetical protein
FDGAGDLB_00546	CDS	1221	codA_1	3.5.4.1	COG0402	Cytosine deaminase
FDGAGDLB_00547	CDS	2553	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FDGAGDLB_00548	CDS	876	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
FDGAGDLB_00549	CDS	1188			COG0683	Leu/Ile/Val-binding protein 
FDGAGDLB_00550	CDS	426				hypothetical protein
FDGAGDLB_00551	CDS	714	rspR_1		COG1802	HTH-type transcriptional repressor RspR
FDGAGDLB_00552	CDS	1593	ywrD_1	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
FDGAGDLB_00553	CDS	660	nagL	5.2.1.4		Maleylpyruvate isomerase
FDGAGDLB_00554	CDS	1020				hypothetical protein
FDGAGDLB_00555	CDS	1371	hmgA_1	1.13.11.5	COG3508	Homogentisate 1,2-dioxygenase
FDGAGDLB_00556	CDS	1113	hpd	1.13.11.27		4-hydroxyphenylpyruvate dioxygenase
FDGAGDLB_00557	CDS	471	lrp_4		COG1522	Leucine-responsive regulatory protein
FDGAGDLB_00558	CDS	753	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
FDGAGDLB_00559	CDS	762	glnQ_1			Glutamine transport ATP-binding protein GlnQ
FDGAGDLB_00560	CDS	1170				hypothetical protein
FDGAGDLB_00561	CDS	1017	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
FDGAGDLB_00562	CDS	1362				hypothetical protein
FDGAGDLB_00563	CDS	1578	prpR		COG1396	HTH-type transcriptional regulator PrpR
FDGAGDLB_00564	CDS	384	walR_1		COG0745	Transcriptional regulatory protein WalR
FDGAGDLB_00565	CDS	222				hypothetical protein
FDGAGDLB_00566	CDS	2739	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
FDGAGDLB_00567	CDS	1080	purR_2			HTH-type transcriptional repressor PurR
FDGAGDLB_00568	CDS	1026	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
FDGAGDLB_00569	CDS	828				hypothetical protein
FDGAGDLB_00570	CDS	780	ydcV_2			Inner membrane ABC transporter permease protein YdcV
FDGAGDLB_00571	CDS	1035	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FDGAGDLB_00572	CDS	930	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
FDGAGDLB_00573	CDS	1785	ade2	3.5.4.2	COG1001	Adenine deaminase 2
FDGAGDLB_00574	CDS	1170	mdlB	1.1.99.31		(S)-mandelate dehydrogenase
FDGAGDLB_00575	CDS	618				hypothetical protein
FDGAGDLB_00576	CDS	1035	yiaO		COG1638	2,3-diketo-L-gulonate-binding periplasmic protein YiaO
FDGAGDLB_00577	CDS	519				hypothetical protein
FDGAGDLB_00578	CDS	1305	siaM_1		COG1593	Sialic acid TRAP transporter large permease protein SiaM
FDGAGDLB_00579	CDS	900	dapA_1	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
FDGAGDLB_00580	CDS	1434		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
FDGAGDLB_00581	CDS	1179	nrtA		COG0715	Nitrate/nitrite binding protein NrtA
FDGAGDLB_00582	CDS	591	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
FDGAGDLB_00583	CDS	1446				hypothetical protein
FDGAGDLB_00584	CDS	2472	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
FDGAGDLB_00585	CDS	351	hcaC			3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
FDGAGDLB_00586	CDS	2709	nasA	1.7.-.-		Nitrate reductase
FDGAGDLB_00587	CDS	1014	cysG_2		COG0007	Siroheme synthase
FDGAGDLB_00588	CDS	1500	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
FDGAGDLB_00589	CDS	888	hdfR_1			HTH-type transcriptional regulator HdfR
FDGAGDLB_00590	CDS	432				hypothetical protein
FDGAGDLB_00591	CDS	591				hypothetical protein
FDGAGDLB_00592	CDS	399				hypothetical protein
FDGAGDLB_00593	CDS	771				hypothetical protein
FDGAGDLB_00594	CDS	834				hypothetical protein
FDGAGDLB_00595	CDS	264	acpP_1			Acyl carrier protein
FDGAGDLB_00596	CDS	249	acpP_2			Acyl carrier protein
FDGAGDLB_00597	CDS	600				hypothetical protein
FDGAGDLB_00598	CDS	1683	dltA_1	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
FDGAGDLB_00599	CDS	1710				hypothetical protein
FDGAGDLB_00600	CDS	1563	hutH_1	4.3.1.3	COG2986	Histidine ammonia-lyase
FDGAGDLB_00601	CDS	411				hypothetical protein
FDGAGDLB_00602	CDS	651				hypothetical protein
FDGAGDLB_00603	CDS	2313				hypothetical protein
FDGAGDLB_00604	CDS	1260	mhpA	1.14.13.127		3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
FDGAGDLB_00605	CDS	624				hypothetical protein
FDGAGDLB_00606	CDS	1224	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
FDGAGDLB_00607	CDS	513				hypothetical protein
FDGAGDLB_00608	CDS	726	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FDGAGDLB_00609	CDS	1230	fabF_2	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
FDGAGDLB_00610	CDS	954	hprA	1.1.1.29	COG1052	Glycerate dehydrogenase
FDGAGDLB_00611	CDS	888				hypothetical protein
FDGAGDLB_00612	CDS	828				hypothetical protein
FDGAGDLB_00613	CDS	90				hypothetical protein
FDGAGDLB_00614	CDS	17208	dltA_2	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
FDGAGDLB_00615	CDS	1782	dltA_3	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
FDGAGDLB_00616	CDS	1668	dltA_4	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
FDGAGDLB_00617	CDS	777				hypothetical protein
FDGAGDLB_00618	CDS	564				hypothetical protein
FDGAGDLB_00619	CDS	1359				hypothetical protein
FDGAGDLB_00620	CDS	198				hypothetical protein
FDGAGDLB_00621	CDS	507				Magnetosome membrane protein 22
FDGAGDLB_00622	CDS	786				hypothetical protein
FDGAGDLB_00623	CDS	1281				hypothetical protein
FDGAGDLB_00624	CDS	717				hypothetical protein
FDGAGDLB_00625	CDS	1014				hypothetical protein
FDGAGDLB_00626	CDS	660				hypothetical protein
FDGAGDLB_00627	CDS	1212				hypothetical protein
FDGAGDLB_00628	CDS	975	dpaL	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
FDGAGDLB_00629	CDS	1650	yojI_1		COG4615	ABC transporter ATP-binding/permease protein YojI
FDGAGDLB_00630	CDS	1641	yojI_2		COG4615	ABC transporter ATP-binding/permease protein YojI
FDGAGDLB_00631	CDS	750	pikAV	3.1.2.-		Thioesterase PikA5
FDGAGDLB_00632	CDS	1548	teaC		COG1593	Ectoine TRAP transporter large permease protein TeaC
FDGAGDLB_00633	CDS	522				hypothetical protein
FDGAGDLB_00634	CDS	1098			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
FDGAGDLB_00635	CDS	1677	hutU	4.2.1.49	COG2987	Urocanate hydratase
FDGAGDLB_00636	CDS	804				hypothetical protein
FDGAGDLB_00637	CDS	1578	hutH_2	4.3.1.3		Histidine ammonia-lyase
FDGAGDLB_00638	CDS	1245	hutI	3.5.2.7	COG1228	Imidazolonepropionase
FDGAGDLB_00639	CDS	1365		3.5.4.11		Isoxanthopterin deaminase
FDGAGDLB_00640	CDS	729				hypothetical protein
FDGAGDLB_00641	CDS	159				hypothetical protein
FDGAGDLB_00642	CDS	462				hypothetical protein
FDGAGDLB_00643	CDS	510				hypothetical protein
FDGAGDLB_00644	CDS	222	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
FDGAGDLB_00645	CDS	1887	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
FDGAGDLB_00646	CDS	1380	atoC_1		COG2204	Regulatory protein AtoC
FDGAGDLB_00647	CDS	1338				hypothetical protein
FDGAGDLB_00648	CDS	1314				hypothetical protein
FDGAGDLB_00649	CDS	900	livH_3		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
FDGAGDLB_00650	CDS	948				hypothetical protein
FDGAGDLB_00651	CDS	777	cbiO_1	3.6.3.-	COG1122	Cobalt import ATP-binding protein CbiO
FDGAGDLB_00652	CDS	663	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
FDGAGDLB_00653	CDS	1155	adh1_1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
FDGAGDLB_00654	CDS	1473	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
FDGAGDLB_00655	CDS	1155	adh1_2	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
FDGAGDLB_00656	CDS	1626	alkJ_1	1.1.99.-		Alcohol dehydrogenase [acceptor]
FDGAGDLB_00657	CDS	1527	lyx	2.7.1.-	COG1070	L-xylulose/3-keto-L-gulonate kinase
FDGAGDLB_00658	CDS	849	lsrF	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
FDGAGDLB_00659	CDS	1695	glpD	1.1.5.3		Aerobic glycerol-3-phosphate dehydrogenase
FDGAGDLB_00660	CDS	996	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
FDGAGDLB_00661	CDS	963	deoR		COG2390	Deoxyribonucleoside regulator
FDGAGDLB_00662	CDS	1050	rbsC_2		COG1172	Ribose import permease protein RbsC
FDGAGDLB_00663	CDS	774	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
FDGAGDLB_00664	CDS	819	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
FDGAGDLB_00665	CDS	1038				hypothetical protein
FDGAGDLB_00666	CDS	849		4.3.2.3		Ureidoglycolate lyase
FDGAGDLB_00667	CDS	1608	alkJ_2	1.1.99.-		Alcohol dehydrogenase [acceptor]
FDGAGDLB_00668	CDS	1329	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
FDGAGDLB_00669	CDS	600				hypothetical protein
FDGAGDLB_00670	CDS	1017			COG4663	Lactate-binding periplasmic protein
FDGAGDLB_00671	CDS	1038	hpr	1.1.1.81	COG1052	Hydroxypyruvate reductase
FDGAGDLB_00672	CDS	696				hypothetical protein
FDGAGDLB_00673	CDS	762	glpR_2		COG1349	Glycerol-3-phosphate regulon repressor
FDGAGDLB_00674	CDS	426	eryD_1		COG2390	Erythritol catabolism regulatory protein EryD
FDGAGDLB_00675	CDS	543	eryD_2		COG2390	Erythritol catabolism regulatory protein EryD
FDGAGDLB_00676	CDS	933	eryC	5.1.3.38		D-erythrulose 1-phosphate 3-epimerase
FDGAGDLB_00677	CDS	1509	eryB_2	1.1.1.402	COG0578	D-erythritol 1-phosphate dehydrogenase
FDGAGDLB_00678	CDS	1602	eryA	2.7.1.215		Erythritol kinase
FDGAGDLB_00679	CDS	651				hypothetical protein
FDGAGDLB_00680	CDS	1548	rbsA_3	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
FDGAGDLB_00681	CDS	1035	rbsC_3		COG1172	Ribose import permease protein RbsC
FDGAGDLB_00682	CDS	951	rbsB_1		COG1879	Ribose import binding protein RbsB
FDGAGDLB_00683	CDS	1023	fda	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
FDGAGDLB_00684	CDS	969	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
FDGAGDLB_00685	CDS	462	derI	5.3.1.34	COG0698	D-erythrulose-4-phosphate isomerase
FDGAGDLB_00686	CDS	786	eryH	5.3.1.33		L-erythrulose-1-phosphate isomerase
FDGAGDLB_00687	CDS	2007	tktB	2.2.1.1	COG0021	Transketolase 2
FDGAGDLB_00688	tRNA	86				tRNA-Leu(caa)
FDGAGDLB_00689	CDS	588				hypothetical protein
FDGAGDLB_00690	CDS	504	dsbB			Disulfide bond formation protein B
FDGAGDLB_00691	CDS	999	rhaR_1			HTH-type transcriptional activator RhaR
FDGAGDLB_00692	CDS	2175	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
FDGAGDLB_00693	CDS	567				hypothetical protein
FDGAGDLB_00694	CDS	294	rpmB		COG0227	50S ribosomal protein L28
FDGAGDLB_00695	CDS	189				hypothetical protein
FDGAGDLB_00696	CDS	2067				hypothetical protein
FDGAGDLB_00697	CDS	600				hypothetical protein
FDGAGDLB_00698	CDS	927	dmlR_2			HTH-type transcriptional regulator DmlR
FDGAGDLB_00699	CDS	840	gltX_2	6.1.1.17	COG0008	Glutamate--tRNA ligase
FDGAGDLB_00700	CDS	1977	cobT	6.6.1.2		Aerobic cobaltochelatase subunit CobT
FDGAGDLB_00701	CDS	1008	cobS	6.6.1.2		Aerobic cobaltochelatase subunit CobS
FDGAGDLB_00702	CDS	651	dnaJ_1			Chaperone protein DnaJ
FDGAGDLB_00703	CDS	297	bolA		COG0271	DNA-binding transcriptional regulator BolA
FDGAGDLB_00704	CDS	1254				hypothetical protein
FDGAGDLB_00705	CDS	627				hypothetical protein
FDGAGDLB_00706	CDS	1344				hypothetical protein
FDGAGDLB_00707	CDS	642				hypothetical protein
FDGAGDLB_00708	CDS	450	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
FDGAGDLB_00709	CDS	1275				hypothetical protein
FDGAGDLB_00710	CDS	1116	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
FDGAGDLB_00711	CDS	612	aroK	2.7.1.71	COG0703	Shikimate kinase 1
FDGAGDLB_00712	CDS	138				hypothetical protein
FDGAGDLB_00713	CDS	1989				hypothetical protein
FDGAGDLB_00714	CDS	954	xerD_1			Tyrosine recombinase XerD
FDGAGDLB_00715	CDS	1845				hypothetical protein
FDGAGDLB_00716	CDS	351				hypothetical protein
FDGAGDLB_00717	CDS	651				hypothetical protein
FDGAGDLB_00718	CDS	1317	cca	2.7.7.72		CCA-adding enzyme
